u,k,Dist_uk
745,8,550
745,9,1550
745,10,2550
746,0,7460
746,1,6460
746,2,5460
746,3,4460
746,4,3460
746,5,2460
746,6,1460
746,7,460
746,8,540
746,9,1540
746,10,2540
747,0,7470
747,1,6470
747,2,5470
747,3,4470
747,4,3470
747,5,2470
747,6,1470
747,7,470
747,8,530
747,9,1530
747,10,2530
748,0,7480
748,1,6480
748,2,5480
748,3,4480
748,4,3480
748,5,2480
748,6,1480
748,7,480
748,8,520
748,9,1520
748,10,2520
749,0,7490
749,1,6490
749,2,5490
749,3,4490
749,4,3490
749,5,2490
749,6,1490
749,7,490
749,8,510
749,9,1510
749,10,2510
750,0,7500
750,1,6500
750,2,5500
750,3,4500
750,4,3500
750,5,2500
750,6,1500
750,7,500
750,8,500
750,9,1500
750,10,2500
751,0,7510
751,1,6510
751,2,5510
751,3,4510
751,4,3510
751,5,2510
751,6,1510
751,7,510
751,8,490
751,9,1490
751,10,2490
752,0,7520
752,1,6520
752,2,5520
752,3,4520
752,4,3520
752,5,2520
752,6,1520
752,7,520
752,8,480
752,9,1480
752,10,2480
753,0,7530
753,1,6530
753,2,5530
753,3,4530
753,4,3530
753,5,2530
753,6,1530
753,7,530
753,8,470
753,9,1470
753,10,2470
754,0,7540
754,1,6540
754,2,5540
754,3,4540
754,4,3540
754,5,2540
754,6,1540
754,7,540
754,8,460
754,9,1460
754,10,2460
755,0,7550
755,1,6550
755,2,5550
755,3,4550
755,4,3550
755,5,2550
755,6,1550
755,7,550
755,8,450
755,9,1450
755,10,2450
756,0,7560
756,1,6560
756,2,5560
756,3,4560
756,4,3560
756,5,2560
756,6,1560
756,7,560
756,8,440
756,9,1440
756,10,2440
757,0,7570
757,1,6570
757,2,5570
757,3,4570
757,4,3570
757,5,2570
757,6,1570
757,7,570
757,8,430
757,9,1430
757,10,2430
758,0,7580
758,1,6580
758,2,5580
758,3,4580
758,4,3580
758,5,2580
758,6,1580
758,7,580
758,8,420
758,9,1420
758,10,2420
759,0,7590
759,1,6590
759,2,5590
759,3,4590
759,4,3590
759,5,2590
759,6,1590
759,7,590
759,8,410
759,9,1410
759,10,2410
760,0,7600
760,1,6600
760,2,5600
760,3,4600
760,4,3600
760,5,2600
760,6,1600
760,7,600
760,8,400
760,9,1400
760,10,2400
761,0,7610
761,1,6610
761,2,5610
761,3,4610
761,4,3610
761,5,2610
761,6,1610
761,7,610
761,8,390
761,9,1390
761,10,2390
762,0,7620
762,1,6620
762,2,5620
762,3,4620
762,4,3620
762,5,2620
762,6,1620
762,7,620
762,8,380
762,9,1380
762,10,2380
763,0,7630
763,1,6630
763,2,5630
763,3,4630
763,4,3630
763,5,2630
763,6,1630
763,7,630
763,8,370
763,9,1370
763,10,2370
764,0,7640
764,1,6640
764,2,5640
764,3,4640
764,4,3640
764,5,2640
764,6,1640
764,7,640
764,8,360
764,9,1360
764,10,2360
765,0,7650
765,1,6650
765,2,5650
765,3,4650
765,4,3650
765,5,2650
765,6,1650
765,7,650
765,8,350
765,9,1350
765,10,2350
766,0,7660
766,1,6660
766,2,5660
766,3,4660
766,4,3660
766,5,2660
766,6,1660
766,7,660
766,8,340
766,9,1340
766,10,2340
767,0,7670
767,1,6670
767,2,5670
767,3,4670
767,4,3670
767,5,2670
767,6,1670
767,7,670
767,8,330
767,9,1330
767,10,2330
768,0,7680
768,1,6680
768,2,5680
768,3,4680
768,4,3680
768,5,2680
768,6,1680
768,7,680
768,8,320
768,9,1320
768,10,2320
769,0,7690
769,1,6690
769,2,5690
769,3,4690
769,4,3690
769,5,2690
769,6,1690
769,7,690
769,8,310
769,9,1310
769,10,2310
770,0,7700
770,1,6700
770,2,5700
770,3,4700
770,4,3700
770,5,2700
770,6,1700
770,7,700
770,8,300
770,9,1300
770,10,2300
771,0,7710
771,1,6710
771,2,5710
771,3,4710
771,4,3710
771,5,2710
771,6,1710
771,7,710
771,8,290
771,9,1290
771,10,2290
772,0,7720
772,1,6720
772,2,5720
772,3,4720
772,4,3720
772,5,2720
772,6,1720
772,7,720
772,8,280
772,9,1280
772,10,2280
773,0,7730
773,1,6730
773,2,5730
773,3,4730
773,4,3730
773,5,2730
773,6,1730
773,7,730
773,8,270
773,9,1270
773,10,2270
774,0,7740
774,1,6740
774,2,5740
774,3,4740
774,4,3740
774,5,2740
774,6,1740
774,7,740
774,8,260
774,9,1260
774,10,2260
775,0,7750
775,1,6750
775,2,5750
775,3,4750
775,4,3750
775,5,2750
775,6,1750
775,7,750
775,8,250
775,9,1250
775,10,2250
776,0,7760
776,1,6760
776,2,5760
776,3,4760
776,4,3760
776,5,2760
776,6,1760
776,7,760
776,8,240
776,9,1240
776,10,2240
777,0,7770
777,1,6770
777,2,5770
777,3,4770
777,4,3770
777,5,2770
777,6,1770
777,7,770
777,8,230
777,9,1230
777,10,2230
778,0,7780
778,1,6780
778,2,5780
778,3,4780
778,4,3780
778,5,2780
778,6,1780
778,7,780
778,8,220
778,9,1220
778,10,2220
779,0,7790
779,1,6790
779,2,5790
779,3,4790
779,4,3790
779,5,2790
779,6,1790
779,7,790
779,8,210
779,9,1210
779,10,2210
780,0,7800
780,1,6800
780,2,5800
780,3,4800
780,4,3800
780,5,2800
780,6,1800
780,7,800
780,8,200
780,9,1200
780,10,2200
781,0,7810
781,1,6810
781,2,5810
781,3,4810
781,4,3810
781,5,2810
781,6,1810
781,7,810
781,8,190
781,9,1190
781,10,2190
782,0,7820
782,1,6820
782,2,5820
782,3,4820
782,4,3820
782,5,2820
782,6,1820
782,7,820
782,8,180
782,9,1180
782,10,2180
783,0,7830
783,1,6830
783,2,5830
783,3,4830
783,4,3830
783,5,2830
783,6,1830
783,7,830
783,8,170
783,9,1170
783,10,2170
784,0,7840
784,1,6840
784,2,5840
784,3,4840
784,4,3840
784,5,2840
784,6,1840
784,7,840
784,8,160
784,9,1160
784,10,2160
785,0,7850
785,1,6850
785,2,5850
785,3,4850
785,4,3850
785,5,2850
785,6,1850
785,7,850
785,8,150
785,9,1150
785,10,2150
786,0,7860
786,1,6860
786,2,5860
786,3,4860
786,4,3860
786,5,2860
786,6,1860
786,7,860
786,8,140
786,9,1140
786,10,2140
787,0,7870
787,1,6870
787,2,5870
787,3,4870
787,4,3870
787,5,2870
787,6,1870
787,7,870
787,8,130
787,9,1130
787,10,2130
788,0,7880
788,1,6880
788,2,5880
788,3,4880
788,4,3880
788,5,2880
788,6,1880
788,7,880
788,8,120
788,9,1120
788,10,2120
789,0,7890
789,1,6890
789,2,5890
789,3,4890
789,4,3890
789,5,2890
789,6,1890
789,7,890
789,8,110
789,9,1110
789,10,2110
790,0,7900
790,1,6900
790,2,5900
790,3,4900
790,4,3900
790,5,2900
790,6,1900
790,7,900
790,8,100
790,9,1100
790,10,2100
791,0,7910
791,1,6910
791,2,5910
791,3,4910
791,4,3910
791,5,2910
791,6,1910
791,7,910
791,8,90
791,9,1090
791,10,2090
792,0,7920
792,1,6920
792,2,5920
792,3,4920
792,4,3920
792,5,2920
792,6,1920
792,7,920
792,8,80
792,9,1080
792,10,2080
793,0,7930
793,1,6930
793,2,5930
793,3,4930
793,4,3930
793,5,2930
793,6,1930
793,7,930
793,8,70
793,9,1070
793,10,2070
794,0,7940
794,1,6940
794,2,5940
794,3,4940
794,4,3940
794,5,2940
794,6,1940
794,7,940
794,8,60
794,9,1060
794,10,2060
795,0,7950
795,1,6950
795,2,5950
795,3,4950
795,4,3950
795,5,2950
795,6,1950
795,7,950
795,8,50
795,9,1050
795,10,2050
796,0,7960
796,1,6960
796,2,5960
796,3,4960
796,4,3960
796,5,2960
796,6,1960
796,7,960
796,8,40
796,9,1040
796,10,2040
797,0,7970
797,1,6970
797,2,5970
797,3,4970
797,4,3970
797,5,2970
797,6,1970
797,7,970
797,8,30
797,9,1030
797,10,2030
798,0,7980
798,1,6980
798,2,5980
798,3,4980
798,4,3980
798,5,2980
798,6,1980
798,7,980
798,8,20
798,9,1020
798,10,2020
799,0,7990
799,1,6990
799,2,5990
799,3,4990
799,4,3990
799,5,2990
799,6,1990
799,7,990
799,8,10
799,9,1010
799,10,2010
800,0,8000
800,1,7000
800,2,6000
800,3,5000
800,4,4000
800,5,3000
800,6,2000
800,7,1000
800,8,10
800,9,1000
800,10,2000
801,0,8010
801,1,7010
801,2,6010
801,3,5010
801,4,4010
801,5,3010
801,6,2010
801,7,1010
801,8,10
801,9,990
801,10,1990
802,0,8020
802,1,7020
802,2,6020
802,3,5020
802,4,4020
802,5,3020
802,6,2020
802,7,1020
802,8,20
802,9,980
802,10,1980
803,0,8030
803,1,7030
803,2,6030
803,3,5030
803,4,4030
803,5,3030
803,6,2030
803,7,1030
803,8,30
803,9,970
803,10,1970
804,0,8040
804,1,7040
804,2,6040
804,3,5040
804,4,4040
804,5,3040
804,6,2040
804,7,1040
804,8,40
804,9,960
804,10,1960
805,0,8050
805,1,7050
805,2,6050
805,3,5050
805,4,4050
805,5,3050
805,6,2050
805,7,1050
805,8,50
805,9,950
805,10,1950
806,0,8060
806,1,7060
806,2,6060
806,3,5060
806,4,4060
806,5,3060
806,6,2060
806,7,1060
806,8,60
806,9,940
806,10,1940
807,0,8070
807,1,7070
807,2,6070
807,3,5070
807,4,4070
807,5,3070
807,6,2070
807,7,1070
807,8,70
807,9,930
807,10,1930
808,0,8080
808,1,7080
808,2,6080
808,3,5080
808,4,4080
808,5,3080
808,6,2080
808,7,1080
808,8,80
808,9,920
808,10,1920
809,0,8090
809,1,7090
809,2,6090
809,3,5090
809,4,4090
809,5,3090
809,6,2090
809,7,1090
809,8,90
809,9,910
809,10,1910
810,0,8100
810,1,7100
810,2,6100
810,3,5100
810,4,4100
810,5,3100
810,6,2100
810,7,1100
810,8,100
810,9,900
810,10,1900
811,0,8110
811,1,7110
811,2,6110
811,3,5110
811,4,4110
811,5,3110
811,6,2110
811,7,1110
811,8,110
811,9,890
811,10,1890
812,0,8120
812,1,7120
812,2,6120
812,3,5120
812,4,4120
812,5,3120
812,6,2120
812,7,1120
812,8,120
812,9,880
812,10,1880
813,0,8130
813,1,7130
813,2,6130
813,3,5130
813,4,4130
813,5,3130
813,6,2130
813,7,1130
813,8,130
813,9,870
813,10,1870
814,0,8140
814,1,7140
814,2,6140
814,3,5140
814,4,4140
814,5,3140
814,6,2140
814,7,1140
814,8,140
814,9,860
814,10,1860
815,0,8150
815,1,7150
815,2,6150
815,3,5150
815,4,4150
815,5,3150
815,6,2150
815,7,1150
815,8,150
815,9,850
815,10,1850
816,0,8160
816,1,7160
816,2,6160
816,3,5160
816,4,4160
816,5,3160
816,6,2160
816,7,1160
816,8,160
816,9,840
816,10,1840
817,0,8170
817,1,7170
817,2,6170
817,3,5170
817,4,4170
817,5,3170
817,6,2170
817,7,1170
817,8,170
817,9,830
817,10,1830
818,0,8180
818,1,7180
818,2,6180
818,3,5180
818,4,4180
818,5,3180
818,6,2180
818,7,1180
818,8,180
818,9,820
818,10,1820
819,0,8190
819,1,7190
819,2,6190
819,3,5190
819,4,4190
819,5,3190
819,6,2190
819,7,1190
819,8,190
819,9,810
819,10,1810
820,0,8200
820,1,7200
820,2,6200
820,3,5200
820,4,4200
820,5,3200
820,6,2200
820,7,1200
820,8,200
820,9,800
820,10,1800
821,0,8210
821,1,7210
821,2,6210
821,3,5210
821,4,4210
821,5,3210
821,6,2210
821,7,1210
821,8,210
821,9,790
821,10,1790
822,0,8220
822,1,7220
822,2,6220
822,3,5220
822,4,4220
822,5,3220
822,6,2220
822,7,1220
822,8,220
822,9,780
822,10,1780
823,0,8230
823,1,7230
823,2,6230
823,3,5230
823,4,4230
823,5,3230
823,6,2230
823,7,1230
823,8,230
823,9,770
823,10,1770
824,0,8240
824,1,7240
824,2,6240
824,3,5240
824,4,4240
824,5,3240
824,6,2240
824,7,1240
824,8,240
824,9,760
824,10,1760
825,0,8250
825,1,7250
825,2,6250
825,3,5250
825,4,4250
825,5,3250
825,6,2250
825,7,1250
825,8,250
825,9,750
825,10,1750
826,0,8260
826,1,7260
826,2,6260
826,3,5260
826,4,4260
826,5,3260
826,6,2260
826,7,1260
826,8,260
826,9,740
826,10,1740
827,0,8270
827,1,7270
827,2,6270
827,3,5270
827,4,4270
827,5,3270
827,6,2270
827,7,1270
827,8,270
827,9,730
827,10,1730
828,0,8280
828,1,7280
828,2,6280
828,3,5280
828,4,4280
828,5,3280
828,6,2280
828,7,1280
828,8,280
828,9,720
828,10,1720
829,0,8290
829,1,7290
829,2,6290
829,3,5290
829,4,4290
829,5,3290
829,6,2290
829,7,1290
829,8,290
829,9,710
829,10,1710
830,0,8300
830,1,7300
830,2,6300
830,3,5300
830,4,4300
830,5,3300
830,6,2300
830,7,1300
830,8,300
830,9,700
830,10,1700
831,0,8310
831,1,7310
831,2,6310
831,3,5310
831,4,4310
831,5,3310
831,6,2310
831,7,1310
831,8,310
831,9,690
831,10,1690
832,0,8320
832,1,7320
832,2,6320
832,3,5320
832,4,4320
832,5,3320
832,6,2320
832,7,1320
832,8,320
832,9,680
832,10,1680
833,0,8330
833,1,7330
833,2,6330
833,3,5330
833,4,4330
833,5,3330
833,6,2330
833,7,1330
833,8,330
833,9,670
833,10,1670
834,0,8340
834,1,7340
834,2,6340
834,3,5340
834,4,4340
834,5,3340
834,6,2340
834,7,1340
834,8,340
834,9,660
834,10,1660
835,0,8350
835,1,7350
835,2,6350
835,3,5350
835,4,4350
835,5,3350
835,6,2350
835,7,1350
835,8,350
835,9,650
835,10,1650
836,0,8360
836,1,7360
836,2,6360
836,3,5360
836,4,4360
836,5,3360
836,6,2360
836,7,1360
836,8,360
836,9,640
836,10,1640
837,0,8370
837,1,7370
837,2,6370
837,3,5370
837,4,4370
837,5,3370
837,6,2370
837,7,1370
837,8,370
837,9,630
837,10,1630
838,0,8380
838,1,7380
838,2,6380
838,3,5380
838,4,4380
838,5,3380
838,6,2380
838,7,1380
838,8,380
838,9,620
838,10,1620
839,0,8390
839,1,7390
839,2,6390
839,3,5390
839,4,4390
839,5,3390
839,6,2390
839,7,1390
839,8,390
839,9,610
839,10,1610
840,0,8400
840,1,7400
840,2,6400
840,3,5400
840,4,4400
840,5,3400
840,6,2400
840,7,1400
840,8,400
840,9,600
840,10,1600
841,0,8410
841,1,7410
841,2,6410
841,3,5410
841,4,4410
841,5,3410
841,6,2410
841,7,1410
841,8,410
841,9,590
841,10,1590
842,0,8420
842,1,7420
842,2,6420
842,3,5420
842,4,4420
842,5,3420
842,6,2420
842,7,1420
842,8,420
842,9,580
842,10,1580
843,0,8430
843,1,7430
843,2,6430
843,3,5430
843,4,4430
843,5,3430
843,6,2430
843,7,1430
843,8,430
843,9,570
843,10,1570
844,0,8440
844,1,7440
844,2,6440
844,3,5440
844,4,4440
844,5,3440
844,6,2440
844,7,1440
844,8,440
844,9,560
844,10,1560
845,0,8450
845,1,7450
845,2,6450
845,3,5450
845,4,4450
845,5,3450
845,6,2450
845,7,1450
845,8,450
845,9,550
845,10,1550
846,0,8460
846,1,7460
846,2,6460
846,3,5460
846,4,4460
846,5,3460
846,6,2460
846,7,1460
846,8,460
846,9,540
846,10,1540
847,0,8470
847,1,7470
847,2,6470
847,3,5470
847,4,4470
847,5,3470
847,6,2470
847,7,1470
847,8,470
847,9,530
847,10,1530
848,0,8480
848,1,7480
848,2,6480
848,3,5480
848,4,4480
848,5,3480
848,6,2480
848,7,1480
848,8,480
848,9,520
848,10,1520
849,0,8490
849,1,7490
849,2,6490
849,3,5490
849,4,4490
849,5,3490
849,6,2490
849,7,1490
849,8,490
849,9,510
849,10,1510
850,0,8500
850,1,7500
850,2,6500
850,3,5500
850,4,4500
850,5,3500
850,6,2500
850,7,1500
850,8,500
850,9,500
850,10,1500
851,0,8510
851,1,7510
851,2,6510
851,3,5510
851,4,4510
851,5,3510
851,6,2510
851,7,1510
851,8,510
851,9,490
851,10,1490
852,0,8520
852,1,7520
852,2,6520
852,3,5520
852,4,4520
852,5,3520
852,6,2520
852,7,1520
852,8,520
852,9,480
852,10,1480
853,0,8530
853,1,7530
853,2,6530
853,3,5530
853,4,4530
853,5,3530
853,6,2530
853,7,1530
853,8,530
853,9,470
853,10,1470
854,0,8540
854,1,7540
854,2,6540
854,3,5540
854,4,4540
854,5,3540
854,6,2540
854,7,1540
854,8,540
854,9,460
854,10,1460
855,0,8550
855,1,7550
855,2,6550
855,3,5550
855,4,4550
855,5,3550
855,6,2550
855,7,1550
855,8,550
855,9,450
855,10,1450
856,0,8560
856,1,7560
856,2,6560
856,3,5560
856,4,4560
856,5,3560
856,6,2560
856,7,1560
856,8,560
856,9,440
856,10,1440
857,0,8570
857,1,7570
857,2,6570
857,3,5570
857,4,4570
857,5,3570
857,6,2570
857,7,1570
857,8,570
857,9,430
857,10,1430
858,0,8580
858,1,7580
858,2,6580
858,3,5580
858,4,4580
858,5,3580
858,6,2580
858,7,1580
858,8,580
858,9,420
858,10,1420
859,0,8590
859,1,7590
859,2,6590
859,3,5590
859,4,4590
859,5,3590
859,6,2590
859,7,1590
859,8,590
859,9,410
859,10,1410
860,0,8600
860,1,7600
860,2,6600
860,3,5600
860,4,4600
860,5,3600
860,6,2600
860,7,1600
860,8,600
860,9,400
860,10,1400
861,0,8610
861,1,7610
861,2,6610
861,3,5610
861,4,4610
861,5,3610
861,6,2610
861,7,1610
861,8,610
861,9,390
861,10,1390
862,0,8620
862,1,7620
862,2,6620
862,3,5620
862,4,4620
862,5,3620
862,6,2620
862,7,1620
862,8,620
862,9,380
862,10,1380
863,0,8630
863,1,7630
863,2,6630
863,3,5630
863,4,4630
863,5,3630
863,6,2630
863,7,1630
863,8,630
863,9,370
863,10,1370
864,0,8640
864,1,7640
864,2,6640
864,3,5640
864,4,4640
864,5,3640
864,6,2640
864,7,1640
864,8,640
864,9,360
864,10,1360
865,0,8650
865,1,7650
865,2,6650
865,3,5650
865,4,4650
865,5,3650
865,6,2650
865,7,1650
865,8,650
865,9,350
865,10,1350
866,0,8660
866,1,7660
866,2,6660
866,3,5660
866,4,4660
866,5,3660
866,6,2660
866,7,1660
866,8,660
866,9,340
866,10,1340
867,0,8670
867,1,7670
867,2,6670
867,3,5670
867,4,4670
867,5,3670
867,6,2670
867,7,1670
867,8,670
867,9,330
867,10,1330
868,0,8680
868,1,7680
868,2,6680
868,3,5680
868,4,4680
868,5,3680
868,6,2680
868,7,1680
868,8,680
868,9,320
868,10,1320
869,0,8690
869,1,7690
869,2,6690
869,3,5690
869,4,4690
869,5,3690
869,6,2690
869,7,1690
869,8,690
869,9,310
869,10,1310
870,0,8700
870,1,7700
870,2,6700
870,3,5700
870,4,4700
870,5,3700
870,6,2700
870,7,1700
870,8,700
870,9,300
870,10,1300
871,0,8710
871,1,7710
871,2,6710
871,3,5710
871,4,4710
871,5,3710
871,6,2710
871,7,1710
871,8,710
871,9,290
871,10,1290
872,0,8720
872,1,7720
872,2,6720
872,3,5720
872,4,4720
872,5,3720
872,6,2720
872,7,1720
872,8,720
872,9,280
872,10,1280
873,0,8730
873,1,7730
873,2,6730
873,3,5730
873,4,4730
873,5,3730
873,6,2730
873,7,1730
873,8,730
873,9,270
873,10,1270
874,0,8740
874,1,7740
874,2,6740
874,3,5740
874,4,4740
874,5,3740
874,6,2740
874,7,1740
874,8,740
874,9,260
874,10,1260
875,0,8750
875,1,7750
875,2,6750
875,3,5750
875,4,4750
875,5,3750
875,6,2750
875,7,1750
875,8,750
875,9,250
875,10,1250
876,0,8760
876,1,7760
876,2,6760
876,3,5760
876,4,4760
876,5,3760
876,6,2760
876,7,1760
876,8,760
876,9,240
876,10,1240
877,0,8770
877,1,7770
877,2,6770
877,3,5770
877,4,4770
877,5,3770
877,6,2770
877,7,1770
877,8,770
877,9,230
877,10,1230
878,0,8780
878,1,7780
878,2,6780
878,3,5780
878,4,4780
878,5,3780
878,6,2780
878,7,1780
878,8,780
878,9,220
878,10,1220
879,0,8790
879,1,7790
879,2,6790
879,3,5790
879,4,4790
879,5,3790
879,6,2790
879,7,1790
879,8,790
879,9,210
879,10,1210
880,0,8800
880,1,7800
880,2,6800
880,3,5800
880,4,4800
880,5,3800
880,6,2800
880,7,1800
880,8,800
880,9,200
880,10,1200
881,0,8810
881,1,7810
881,2,6810
881,3,5810
881,4,4810
881,5,3810
881,6,2810
881,7,1810
881,8,810
881,9,190
881,10,1190
882,0,8820
882,1,7820
882,2,6820
882,3,5820
882,4,4820
882,5,3820
882,6,2820
882,7,1820
882,8,820
882,9,180
882,10,1180
883,0,8830
883,1,7830
883,2,6830
883,3,5830
883,4,4830
883,5,3830
883,6,2830
883,7,1830
883,8,830
883,9,170
883,10,1170
884,0,8840
884,1,7840
884,2,6840
884,3,5840
884,4,4840
884,5,3840
884,6,2840
884,7,1840
884,8,840
884,9,160
884,10,1160
885,0,8850
885,1,7850
885,2,6850
885,3,5850
885,4,4850
885,5,3850
885,6,2850
885,7,1850
885,8,850
885,9,150
885,10,1150
886,0,8860
886,1,7860
886,2,6860
886,3,5860
886,4,4860
886,5,3860
886,6,2860
886,7,1860
886,8,860
886,9,140
886,10,1140
887,0,8870
887,1,7870
887,2,6870
887,3,5870
887,4,4870
887,5,3870
887,6,2870
887,7,1870
887,8,870
887,9,130
887,10,1130
888,0,8880
888,1,7880
888,2,6880
888,3,5880
888,4,4880
888,5,3880
888,6,2880
888,7,1880
888,8,880
888,9,120
888,10,1120
889,0,8890
889,1,7890
889,2,6890
889,3,5890
889,4,4890
889,5,3890
889,6,2890
889,7,1890
889,8,890
889,9,110
889,10,1110
890,0,8900
890,1,7900
890,2,6900
890,3,5900
890,4,4900
890,5,3900
890,6,2900
890,7,1900
890,8,900
890,9,100
890,10,1100
891,0,8910
891,1,7910
891,2,6910
891,3,5910
891,4,4910
891,5,3910
891,6,2910
891,7,1910
891,8,910
891,9,90
891,10,1090
892,0,8920
892,1,7920
892,2,6920
892,3,5920
892,4,4920
892,5,3920
892,6,2920
892,7,1920
892,8,920
892,9,80
892,10,1080
893,0,8930
893,1,7930
893,2,6930
893,3,5930
893,4,4930
893,5,3930
893,6,2930
893,7,1930
893,8,930
893,9,70
893,10,1070
894,0,8940
894,1,7940
894,2,6940
894,3,5940
894,4,4940
894,5,3940
894,6,2940
894,7,1940
894,8,940
894,9,60
894,10,1060
895,0,8950
895,1,7950
895,2,6950
895,3,5950
895,4,4950
895,5,3950
895,6,2950
895,7,1950
895,8,950
895,9,50
895,10,1050
896,0,8960
896,1,7960
896,2,6960
896,3,5960
896,4,4960
896,5,3960
896,6,2960
896,7,1960
896,8,960
896,9,40
896,10,1040
897,0,8970
897,1,7970
897,2,6970
897,3,5970
897,4,4970
897,5,3970
897,6,2970
897,7,1970
897,8,970
897,9,30
897,10,1030
898,0,8980
898,1,7980
898,2,6980
898,3,5980
898,4,4980
898,5,3980
898,6,2980
898,7,1980
898,8,980
898,9,20
898,10,1020
899,0,8990
899,1,7990
899,2,6990
899,3,5990
899,4,4990
899,5,3990
899,6,2990
899,7,1990
899,8,990
899,9,10
899,10,1010
900,0,9000
900,1,8000
900,2,7000
900,3,6000
900,4,5000
900,5,4000
900,6,3000
900,7,2000
900,8,1000
900,9,10
900,10,1000
901,0,9010
901,1,8010
901,2,7010
901,3,6010
901,4,5010
901,5,4010
901,6,3010
901,7,2010
901,8,1010
901,9,10
901,10,990
902,0,9020
902,1,8020
902,2,7020
902,3,6020
902,4,5020
902,5,4020
902,6,3020
902,7,2020
902,8,1020
902,9,20
902,10,980
903,0,9030
903,1,8030
903,2,7030
903,3,6030
903,4,5030
903,5,4030
903,6,3030
903,7,2030
903,8,1030
903,9,30
903,10,970
904,0,9040
904,1,8040
904,2,7040
904,3,6040
904,4,5040
904,5,4040
904,6,3040
904,7,2040
904,8,1040
904,9,40
904,10,960
905,0,9050
905,1,8050
905,2,7050
905,3,6050
905,4,5050
905,5,4050
905,6,3050
905,7,2050
905,8,1050
905,9,50
905,10,950
906,0,9060
906,1,8060
906,2,7060
906,3,6060
906,4,5060
906,5,4060
906,6,3060
906,7,2060
906,8,1060
906,9,60
906,10,940
907,0,9070
907,1,8070
907,2,7070
907,3,6070
907,4,5070
907,5,4070
907,6,3070
907,7,2070
907,8,1070
907,9,70
907,10,930
908,0,9080
908,1,8080
908,2,7080
908,3,6080
908,4,5080
908,5,4080
908,6,3080
908,7,2080
908,8,1080
908,9,80
908,10,920
909,0,9090
909,1,8090
909,2,7090
909,3,6090
909,4,5090
909,5,4090
909,6,3090
909,7,2090
909,8,1090
909,9,90
909,10,910
910,0,9100
910,1,8100
910,2,7100
910,3,6100
910,4,5100
910,5,4100
910,6,3100
910,7,2100
910,8,1100
910,9,100
910,10,900
911,0,9110
911,1,8110
911,2,7110
911,3,6110
911,4,5110
911,5,4110
911,6,3110
911,7,2110
911,8,1110
911,9,110
911,10,890
912,0,9120
912,1,8120
912,2,7120
912,3,6120
912,4,5120
912,5,4120
912,6,3120
912,7,2120
912,8,1120
912,9,120
912,10,880
913,0,9130
913,1,8130
913,2,7130
913,3,6130
913,4,5130
913,5,4130
913,6,3130
913,7,2130
913,8,1130
913,9,130
913,10,870
914,0,9140
914,1,8140
914,2,7140
914,3,6140
914,4,5140
914,5,4140
914,6,3140
914,7,2140
914,8,1140
914,9,140
914,10,860
915,0,9150
915,1,8150
915,2,7150
915,3,6150
915,4,5150
915,5,4150
915,6,3150
915,7,2150
915,8,1150
915,9,150
915,10,850
916,0,9160
916,1,8160
916,2,7160
916,3,6160
916,4,5160
916,5,4160
916,6,3160
916,7,2160
916,8,1160
916,9,160
916,10,840
917,0,9170
917,1,8170
917,2,7170
917,3,6170
917,4,5170
917,5,4170
917,6,3170
917,7,2170
917,8,1170
917,9,170
917,10,830
918,0,9180
918,1,8180
918,2,7180
918,3,6180
918,4,5180
918,5,4180
918,6,3180
918,7,2180
918,8,1180
918,9,180
918,10,820
919,0,9190
919,1,8190
919,2,7190
919,3,6190
919,4,5190
919,5,4190
919,6,3190
919,7,2190
919,8,1190
919,9,190
919,10,810
920,0,9200
920,1,8200
920,2,7200
920,3,6200
920,4,5200
920,5,4200
920,6,3200
920,7,2200
920,8,1200
920,9,200
920,10,800
921,0,9210
921,1,8210
921,2,7210
921,3,6210
921,4,5210
921,5,4210
921,6,3210
921,7,2210
921,8,1210
921,9,210
921,10,790
922,0,9220
922,1,8220
922,2,7220
922,3,6220
922,4,5220
922,5,4220
922,6,3220
922,7,2220
922,8,1220
922,9,220
922,10,780
923,0,9230
923,1,8230
923,2,7230
923,3,6230
923,4,5230
923,5,4230
923,6,3230
923,7,2230
923,8,1230
923,9,230
923,10,770
924,0,9240
924,1,8240
924,2,7240
924,3,6240
924,4,5240
924,5,4240
924,6,3240
924,7,2240
924,8,1240
924,9,240
924,10,760
925,0,9250
925,1,8250
925,2,7250
925,3,6250
925,4,5250
925,5,4250
925,6,3250
925,7,2250
925,8,1250
925,9,250
925,10,750
926,0,9260
926,1,8260
926,2,7260
926,3,6260
926,4,5260
926,5,4260
926,6,3260
926,7,2260
926,8,1260
926,9,260
926,10,740
927,0,9270
927,1,8270
927,2,7270
927,3,6270
927,4,5270
927,5,4270
927,6,3270
927,7,2270
927,8,1270
927,9,270
927,10,730
928,0,9280
928,1,8280
928,2,7280
928,3,6280
928,4,5280
928,5,4280
928,6,3280
928,7,2280
928,8,1280
928,9,280
928,10,720
929,0,9290
929,1,8290
929,2,7290
929,3,6290
929,4,5290
929,5,4290
929,6,3290
929,7,2290
929,8,1290
929,9,290
929,10,710
930,0,9300
930,1,8300
930,2,7300
930,3,6300
930,4,5300
930,5,4300
930,6,3300
930,7,2300
930,8,1300
930,9,300
930,10,700
931,0,9310
931,1,8310
931,2,7310
931,3,6310
931,4,5310
931,5,4310
931,6,3310
931,7,2310
931,8,1310
931,9,310
931,10,690
932,0,9320
932,1,8320
